Date,Open,High,Low,Close,Adj Close,Volume
2021-12-28,8623.500000,8703.599609,8617.000000,8688.900391,8688.900391,90378100
2021-12-29,8691.500000,8697.599609,8641.299805,8673.700195,8673.700195,110775600
2021-12-30,8665.799805,8728.000000,8661.500000,8713.799805,8713.799805,127210400
2022-01-03,8729.700195,8808.099609,8725.000000,8761.200195,8761.200195,117500900
2022-01-04,8821.599609,8834.099609,8784.700195,8795.799805,8795.799805,192378100
2022-01-05,8799.599609,8821.599609,8768.099609,8790.799805,8790.799805,146051700
2022-01-06,8664.599609,8789.900391,8628.900391,8789.900391,8789.900391,174962400
2022-01-07,8781.900391,8796.500000,8709.500000,8751.799805,8751.799805,170218700
2022-01-10,8771.400391,8775.400391,8679.500000,8706.900391,8706.900391,183558300
2022-01-11,8726.799805,8790.000000,8719.000000,8755.900391,8755.900391,169260700
2022-01-12,8803.099609,8804.099609,8754.799805,8770.299805,8770.299805,164262600
2022-01-13,8755.900391,8817.099609,8750.299805,8816.900391,8816.900391,155323200
2022-01-14,8767.400391,8810.099609,8739.700195,8806.599609,8806.599609,158545900
2022-01-17,8848.400391,8866.599609,8829.400391,8838.700195,8838.700195,136556800
2022-01-18,8811.000000,8820.900391,8761.799805,8781.599609,8781.599609,158132300
2022-01-19,8758.599609,8856.900391,8749.000000,8774.900391,8774.900391,226234800
2022-01-20,8783.299805,8825.700195,8737.799805,8814.599609,8814.599609,162948900
2022-01-21,8702.299805,8760.799805,8622.099609,8694.700195,8694.700195,227841100
2022-01-24,8660.000000,8673.500000,8361.400391,8417.799805,8417.799805,275306600
2022-01-25,8488.400391,8529.900391,8408.900391,8479.500000,8479.500000,200726000
2022-01-26,8526.599609,8696.400391,8525.599609,8620.200195,8620.200195,206013700
2022-01-27,8503.599609,8740.599609,8489.799805,8706.000000,8706.000000,267817900
2022-01-28,8705.700195,8713.099609,8515.000000,8609.799805,8609.799805,187559100
2022-01-31,8697.099609,8705.099609,8564.599609,8612.799805,8612.799805,213539000
2022-02-01,8679.900391,8745.099609,8665.000000,8726.700195,8726.700195,208657000
2022-02-02,8782.900391,8785.200195,8713.200195,8713.200195,8713.200195,182818500
2022-02-03,8694.400391,8735.599609,8660.099609,8689.400391,8689.400391,276245200
2022-02-04,8741.599609,8770.099609,8551.099609,8589.299805,8589.299805,314163100
2022-02-07,8646.299805,8649.799805,8509.000000,8558.400391,8558.400391,255601400
2022-02-08,8576.400391,8702.299805,8572.500000,8674.599609,8674.599609,282897600
2022-02-09,8736.299805,8850.200195,8716.900391,8846.400391,8846.400391,262478800
2022-02-10,8871.500000,8912.200195,8819.099609,8886.200195,8886.200195,281274100
2022-02-11,8797.299805,8833.500000,8766.500000,8798.099609,8798.099609,213210700
2022-02-14,8583.900391,8643.200195,8504.500000,8573.799805,8573.799805,310665400
2022-02-15,8533.299805,8721.099609,8521.200195,8718.000000,8718.000000,207323900
2022-02-16,8735.299805,8798.000000,8678.200195,8737.200195,8737.200195,171253100
2022-02-17,8713.000000,8749.700195,8631.799805,8671.099609,8671.099609,171634300
2022-02-18,8678.900391,8708.000000,8564.099609,8590.000000,8590.000000,189687500
2022-02-21,8638.799805,8666.400391,8439.000000,8488.900391,8488.900391,164763000
2022-02-22,8295.200195,8551.099609,8262.599609,8493.200195,8493.200195,231609100
2022-02-23,8519.099609,8607.500000,8410.700195,8440.099609,8440.099609,190892300
2022-02-24,8084.200195,8254.200195,8048.000000,8198.500000,8198.500000,526124700
2022-02-25,8242.900391,8496.500000,8188.100098,8486.599609,8486.599609,381377500
2022-02-28,8302.799805,8500.400391,8286.900391,8479.200195,8479.200195,396635800
2022-03-01,8462.099609,8510.299805,8188.200195,8188.200195,8188.200195,360174600
2022-03-02,8145.899902,8371.000000,8071.200195,8321.000000,8321.000000,339701800
2022-03-03,8296.099609,8349.599609,7978.399902,8011.399902,8011.399902,297390300
2022-03-04,7988.500000,8000.200195,7719.000000,7720.899902,7720.899902,395646300
2022-03-07,7510.399902,7769.700195,7287.700195,7644.600098,7644.600098,469180400
2022-03-08,7569.799805,7923.700195,7566.100098,7783.399902,7783.399902,372800500
2022-03-09,8043.399902,8163.100098,7976.299805,8163.100098,8163.100098,358258700
2022-03-10,8166.500000,8197.099609,7997.200195,8069.299805,8069.299805,320297800
2022-03-11,8115.299805,8375.299805,8068.100098,8142.100098,8142.100098,333210300
2022-03-14,8228.900391,8313.400391,8190.299805,8234.400391,8234.400391,236741400
2022-03-15,8150.200195,8286.700195,8092.700195,8236.099609,8236.099609,238010100
2022-03-16,8375.700195,8475.500000,8324.599609,8380.400391,8380.400391,331698500
2022-03-17,8409.500000,8445.799805,8317.400391,8412.000000,8412.000000,243534800
2022-03-18,8422.400391,8434.099609,8309.200195,8417.599609,8417.599609,336645800
2022-03-21,8417.299805,8465.599609,8389.200195,8389.200195,8389.200195,149776400
2022-03-22,8415.700195,8487.200195,8400.700195,8487.200195,8487.200195,176349800
2022-03-23,8509.599609,8522.200195,8328.400391,8328.400391,8328.400391,184043600
2022-03-24,8352.099609,8380.000000,8274.500000,8305.099609,8305.099609,175543500
2022-03-25,8314.099609,8363.200195,8286.500000,8330.599609,8330.599609,156189000
2022-03-28,8354.400391,8485.700195,8354.400391,8365.599609,8365.599609,167961800
2022-03-29,8451.000000,8621.000000,8419.700195,8614.599609,8614.599609,257812200
2022-03-30,8583.299805,8597.400391,8508.900391,8550.599609,8550.599609,185389000
2022-03-31,8562.599609,8588.299805,8445.099609,8445.099609,8445.099609,220117500
2022-04-01,8481.700195,8533.000000,8442.799805,8503.700195,8503.700195,150411500
2022-04-04,8536.099609,8546.400391,8432.900391,8520.799805,8520.799805,141856900
2022-04-05,8529.799805,8640.299805,8505.700195,8623.299805,8623.299805,180391500
2022-04-06,8600.599609,8635.599609,8418.000000,8482.099609,8482.099609,273331900
2022-04-07,8512.700195,8635.200195,8451.000000,8467.400391,8467.400391,223340300
2022-04-08,8562.200195,8625.299805,8543.099609,8606.400391,8606.400391,175189100
2022-04-11,8580.900391,8637.200195,8544.000000,8585.000000,8585.000000,167801800
2022-04-12,8469.799805,8612.400391,8446.299805,8578.000000,8578.000000,194796800
2022-04-13,8533.400391,8617.799805,8532.900391,8617.799805,8617.799805,161724300
2022-04-14,8626.299805,8756.799805,8606.000000,8699.000000,8699.000000,172576200
2022-04-19,8677.000000,8722.200195,8619.099609,8694.000000,8694.000000,157017000
2022-04-20,8713.400391,8816.200195,8706.799805,8769.500000,8769.500000,188717400
2022-04-21,8791.599609,8877.700195,8774.599609,8814.599609,8814.599609,208123800
2022-04-22,8712.500000,8788.700195,8652.299805,8652.299805,8652.299805,220990200
2022-04-25,8535.599609,8656.099609,8511.099609,8574.599609,8574.599609,189832600
2022-04-26,8687.700195,8703.799805,8435.299805,8439.299805,8439.299805,321479300
2022-04-27,8458.799805,8506.900391,8344.900391,8477.700195,8477.700195,243349200
2022-04-28,8515.799805,8554.900391,8415.799805,8512.200195,8512.200195,234735800
2022-04-29,8572.099609,8617.299805,8526.000000,8584.200195,8584.200195,218569900
2022-05-02,8516.599609,8563.200195,8350.000000,8436.000000,8436.000000,158843800
2022-05-03,8501.900391,8590.200195,8477.099609,8590.200195,8590.200195,173278100
2022-05-04,8594.799805,8612.099609,8498.400391,8500.500000,8500.500000,158306400
2022-05-05,8636.700195,8651.200195,8427.599609,8434.700195,8434.700195,252403200
2022-05-06,8398.599609,8406.500000,8283.599609,8322.000000,8322.000000,314494000
2022-05-09,8280.099609,8358.400391,8139.200195,8139.200195,8139.200195,192928700
2022-05-10,8219.299805,8259.000000,8138.899902,8139.200195,8139.200195,204415900
2022-05-11,8187.100098,8316.799805,8138.500000,8312.599609,8312.599609,199584100
2022-05-12,8183.200195,8257.099609,8134.500000,8200.400391,8200.400391,202060000
2022-05-13,8263.400391,8338.099609,8244.700195,8338.099609,8338.099609,148599600
2022-05-16,8316.299805,8383.200195,8284.799805,8353.700195,8353.700195,118777700
2022-05-17,8422.500000,8488.900391,8409.400391,8475.700195,8475.700195,156305200
2022-05-18,8492.799805,8546.400391,8454.799805,8476.400391,8476.400391,156404000
2022-05-19,8416.099609,8436.599609,8341.700195,8406.000000,8406.000000,155481600
2022-05-20,8464.900391,8546.900391,8456.099609,8484.500000,8484.500000,172383300
2022-05-23,8600.400391,8625.799805,8514.700195,8625.799805,8625.799805,166876400
2022-05-24,8537.799805,8654.000000,8534.299805,8631.200195,8631.200195,207033000
2022-05-25,8723.099609,8773.900391,8652.200195,8760.200195,8760.200195,203488200
2022-05-26,8787.500000,8901.200195,8780.000000,8888.799805,8888.799805,203819800
2022-05-27,8904.000000,8937.700195,8873.000000,8933.599609,8933.599609,194951400
2022-05-30,8975.599609,8992.700195,8905.599609,8930.799805,8930.799805,159281100
2022-05-31,8898.799805,8922.799805,8836.900391,8851.500000,8851.500000,314821900
2022-06-01,8881.299805,8909.299805,8736.700195,8747.200195,8747.200195,163198400
2022-06-02,8778.900391,8793.200195,8709.000000,8744.099609,8744.099609,103691200
2022-06-03,8800.700195,8808.200195,8706.400391,8724.799805,8724.799805,95868700
2022-06-06,8785.299805,8852.299805,8768.200195,8836.299805,8836.299805,124143400
2022-06-07,8793.299805,8848.799805,8793.299805,8841.599609,8841.599609,139318200
2022-06-08,8876.700195,8881.599609,8791.000000,8842.700195,8842.700195,145183000
2022-06-09,8812.500000,8836.299805,8707.799805,8711.200195,8711.200195,174009600
2022-06-10,8662.000000,8671.299805,8362.799805,8390.599609,8390.599609,271499400
2022-06-13,8312.900391,8312.900391,8159.000000,8183.299805,8183.299805,266905800
2022-06-14,8229.200195,8280.400391,8066.399902,8066.399902,8066.399902,175608800
2022-06-15,8201.200195,8242.200195,8097.700195,8174.700195,8174.700195,194099900
2022-06-16,8157.500000,8172.100098,8034.700195,8078.100098,8078.100098,162994800
2022-06-17,8107.600098,8236.000000,8025.600098,8145.899902,8145.899902,395310900
2022-06-20,8180.399902,8297.000000,8159.000000,8286.000000,8286.000000,143710700
2022-06-21,8324.500000,8361.400391,8222.799805,8235.599609,8235.599609,157761600
2022-06-22,8158.299805,8193.400391,8066.600098,8145.399902,8145.399902,162162400
2022-06-23,8097.500000,8172.899902,8034.299805,8106.399902,8106.399902,195483200
2022-06-24,8129.500000,8262.299805,8108.500000,8244.099609,8244.099609,174310900
2022-06-27,8266.099609,8309.900391,8185.500000,8242.599609,8242.599609,132601700
2022-06-28,8292.000000,8374.799805,8278.599609,8317.500000,8317.500000,127855300
2022-06-29,8236.299805,8262.900391,8159.000000,8188.000000,8188.000000,139284000
2022-06-30,8094.799805,8117.200195,7994.200195,8098.700195,8098.700195,222962400
2022-07-01,8043.000000,8206.900391,8027.299805,8176.100098,8176.100098,150837600
2022-07-04,8226.200195,8240.400391,8161.799805,8161.799805,8161.799805,117450800
2022-07-05,8191.200195,8209.500000,7959.399902,7959.399902,7959.399902,193250400
2022-07-06,8040.500000,8061.700195,7939.700195,7948.600098,7948.600098,249441900
2022-07-07,8026.600098,8128.899902,7998.600098,8122.500000,8122.500000,200236500
2022-07-08,8099.000000,8137.899902,8034.100098,8100.299805,8100.299805,147633700
2022-07-11,7994.399902,8099.799805,7980.399902,8065.200195,8065.200195,130231900
2022-07-12,8029.000000,8071.299805,7893.100098,8014.799805,8014.799805,365803600
2022-07-13,7991.299805,8002.600098,7891.500000,7944.899902,7944.899902,198608900
2022-07-14,7903.799805,7922.200195,7764.899902,7804.299805,7804.299805,197271700
2022-07-15,7821.299805,7969.299805,7806.200195,7945.899902,7945.899902,197816100
2022-07-18,8004.700195,8030.100098,7926.799805,7963.100098,7963.100098,156061800
2022-07-19,7920.399902,8161.200195,7912.700195,8125.100098,8125.100098,201692300
2022-07-20,8156.799805,8173.299805,7989.600098,8028.899902,8028.899902,176080300
2022-07-21,7981.600098,8105.700195,7970.299805,8012.700195,8012.700195,218616100
2022-07-22,8009.399902,8085.299805,7999.299805,8051.600098,8051.600098,181045500
2022-07-25,8021.899902,8103.399902,8015.700195,8085.600098,8085.600098,124363100
2022-07-26,8063.100098,8097.000000,8033.500000,8069.600098,8069.600098,129251000
2022-07-27,8106.500000,8149.700195,8054.200195,8124.399902,8124.399902,147895400
2022-07-28,8193.700195,8196.400391,7995.399902,8084.899902,8084.899902,250669600
2022-07-29,8140.299805,8207.799805,8134.100098,8156.200195,8156.200195,249071400
2022-08-01,8161.899902,8230.700195,8071.799805,8085.100098,8085.100098,162088800
2022-08-02,8060.600098,8122.500000,8049.799805,8096.899902,8096.899902,154636100
2022-08-03,8092.600098,8161.299805,8066.299805,8142.100098,8142.100098,146693600
2022-08-04,8148.000000,8214.400391,8133.899902,8161.100098,8161.100098,135699300
2022-08-05,8151.200195,8198.000000,8120.500000,8168.000000,8168.000000,144261300
2022-08-08,8220.900391,8294.400391,8193.299805,8272.500000,8272.500000,118565500
2022-08-09,8260.000000,8339.599609,8245.599609,8311.900391,8311.900391,115016800
2022-08-10,8299.599609,8367.200195,8295.900391,8352.799805,8352.799805,131019400
2022-08-11,8386.000000,8420.400391,8368.900391,8380.000000,8380.000000,104906600
2022-08-12,8383.500000,8453.000000,8371.400391,8400.400391,8400.400391,118970900
2022-08-15,8423.900391,8429.299805,8384.400391,8427.000000,8427.000000,82277100
2022-08-16,8448.700195,8527.299805,8440.400391,8511.900391,8511.900391,118720500
2022-08-17,8520.200195,8540.000000,8426.500000,8434.799805,8434.799805,113535300
2022-08-18,8440.700195,8470.099609,8392.599609,8430.299805,8430.299805,88536300
2022-08-19,8395.000000,8408.700195,8320.900391,8338.099609,8338.099609,145359800
2022-08-22,8291.599609,8300.900391,8213.599609,8284.799805,8284.799805,125075200
2022-08-23,8254.900391,8272.599609,8205.500000,8226.299805,8226.299805,102243900
2022-08-24,8196.900391,8224.700195,8161.799805,8199.400391,8199.400391,82594700
2022-08-25,8230.000000,8263.000000,8166.299805,8187.500000,8187.500000,88849300
2022-08-26,8229.700195,8239.599609,8044.100098,8063.899902,8063.899902,120272900
2022-08-29,7970.899902,8005.000000,7933.399902,7989.600098,7989.600098,103313100
2022-08-30,8004.500000,8105.200195,7968.600098,7979.799805,7979.799805,158859600
2022-08-31,7994.799805,7996.399902,7866.600098,7886.100098,7886.100098,228022400
2022-09-01,7838.799805,7849.399902,7797.000000,7806.000000,7806.000000,132467000
2022-09-02,7843.799805,7943.399902,7796.700195,7932.200195,7932.200195,121212900
2022-09-05,7801.299805,7867.799805,7765.500000,7862.700195,7862.700195,119377800
2022-09-06,7868.000000,7935.899902,7813.600098,7842.200195,7842.200195,125296900
2022-09-07,7791.100098,7880.200195,7784.399902,7855.899902,7855.899902,147011500
2022-09-08,7902.299805,7933.299805,7772.700195,7916.799805,7916.799805,206754300
2022-09-09,7920.500000,8063.799805,7918.600098,8033.100098,8033.100098,189938300
2022-09-12,8087.799805,8212.599609,8077.399902,8194.299805,8194.299805,173424800
2022-09-13,8229.000000,8235.799805,8054.700195,8064.000000,8064.000000,192028100
2022-09-14,8070.299805,8124.500000,8024.000000,8055.600098,8055.600098,160072500
2022-09-15,8051.899902,8125.399902,8024.200195,8085.500000,8085.500000,229942400
2022-09-16,7994.399902,8039.200195,7962.200195,7984.700195,7984.700195,329447100
2022-09-19,7957.799805,8023.399902,7911.000000,7993.200195,7993.200195,110506300
2022-09-20,8020.799805,8064.100098,7873.100098,7873.100098,7873.100098,157288100
2022-09-21,7803.399902,7896.700195,7790.500000,7872.200195,7872.200195,157194700
2022-09-22,7776.299805,7897.100098,7753.600098,7774.700195,7774.700195,182956600
2022-09-23,7770.799805,7770.799805,7527.500000,7583.500000,7583.500000,215665900
2022-09-26,7534.200195,7589.200195,7473.500000,7508.500000,7508.500000,190143900
2022-09-27,7564.299805,7587.600098,7436.100098,7445.700195,7445.700195,199705600
2022-09-28,7380.700195,7448.399902,7273.000000,7442.200195,7442.200195,217516300
2022-09-29,7407.399902,7416.899902,7242.200195,7300.100098,7300.100098,185712500
2022-09-30,7345.600098,7395.100098,7318.500000,7366.799805,7366.799805,186033300
2022-10-03,7327.500000,7472.899902,7288.500000,7462.000000,7462.000000,155766200
2022-10-04,7548.500000,7699.899902,7529.200195,7696.600098,7696.600098,199972900
2022-10-05,7655.600098,7678.399902,7537.899902,7579.899902,7579.899902,130259400
2022-10-06,7597.299805,7638.799805,7482.100098,7511.100098,7511.100098,118066500
2022-10-07,7463.899902,7517.500000,7412.500000,7436.899902,7436.899902,132997300
2022-10-10,7389.500000,7441.399902,7372.899902,7413.500000,7413.500000,114404200
2022-10-11,7369.299805,7410.299805,7315.500000,7355.899902,7355.899902,130873100
2022-10-12,7356.299805,7359.700195,7239.000000,7261.100098,7261.100098,135442500
2022-10-13,7234.100098,7385.299805,7189.600098,7348.799805,7348.799805,195470900
2022-10-14,7467.899902,7503.399902,7371.600098,7382.500000,7382.500000,187967900
2022-10-17,7416.100098,7589.100098,7413.399902,7557.100098,7557.100098,166450500
2022-10-18,7613.000000,7692.299805,7594.600098,7611.299805,7611.299805,149752400
2022-10-19,7630.399902,7642.600098,7530.500000,7583.600098,7583.600098,131870500
2022-10-20,7584.700195,7660.700195,7552.100098,7644.399902,7644.399902,178416300
2022-10-21,7586.399902,7592.600098,7449.600098,7545.600098,7545.600098,245063000
2022-10-24,7612.200195,7739.600098,7570.000000,7680.500000,7680.500000,169749600
2022-10-25,7716.500000,7803.600098,7675.200195,7794.899902,7794.899902,149338200
2022-10-26,7826.399902,7877.899902,7756.600098,7870.600098,7870.600098,186582400
2022-10-27,7846.899902,7944.299805,7798.899902,7921.100098,7921.100098,202336800
2022-10-28,7859.600098,7916.500000,7832.600098,7916.500000,7916.500000,185925600
2022-10-31,7913.600098,7958.100098,7871.700195,7956.500000,7956.500000,164827400
2022-11-01,8011.799805,8073.899902,7971.799805,7999.000000,7999.000000,146532300
2022-11-02,8017.799805,8018.200195,7960.600098,7968.600098,7968.600098,144925900
2022-11-03,7897.500000,7897.500000,7798.399902,7868.899902,7868.899902,140561300
2022-11-04,7908.500000,8006.000000,7830.600098,7942.700195,7942.700195,197127100
2022-11-07,7910.500000,7990.000000,7893.200195,7962.299805,7962.299805,138355500
2022-11-08,7942.299805,8005.799805,7922.000000,7998.899902,7998.899902,120200600
2022-11-09,7983.399902,8061.600098,7968.100098,8040.399902,8040.399902,161112100
2022-11-10,8004.000000,8176.000000,7975.100098,8133.200195,8133.200195,256116900
2022-11-11,8178.700195,8178.700195,8073.799805,8133.200195,8133.200195,217995500
2022-11-14,8123.200195,8210.799805,8110.399902,8166.500000,8166.500000,142671600
2022-11-15,8161.000000,8192.099609,8117.299805,8188.399902,8188.399902,182285400
2022-11-16,8175.100098,8188.700195,8075.000000,8101.399902,8101.399902,163754600
2022-11-17,8105.100098,8123.200195,7986.100098,8040.700195,8040.700195,139502400
2022-11-18,8107.000000,8127.799805,8048.500000,8127.799805,8127.799805,178686400
2022-11-21,8100.500000,8198.500000,8100.500000,8188.399902,8188.399902,155115500
2022-11-22,8203.500000,8345.599609,8200.299805,8325.000000,8325.000000,215622700
2022-11-23,8337.799805,8344.000000,8288.400391,8331.200195,8331.200195,154543800
2022-11-24,8341.299805,8412.500000,8339.200195,8388.099609,8388.099609,137787400
2022-11-25,8391.200195,8425.500000,8378.200195,8416.599609,8416.599609,135912400
2022-11-28,8375.599609,8396.400391,8316.700195,8323.200195,8323.200195,125888100
2022-11-29,8347.299805,8354.500000,8282.799805,8322.099609,8322.099609,145888800
2022-11-30,8350.599609,8364.599609,8304.400391,8363.200195,8363.200195,325057800
2022-12-01,8423.099609,8469.000000,8381.799805,8407.900391,8407.900391,209724800
2022-12-02,8390.000000,8414.099609,8342.299805,8382.599609,8382.599609,146276600
2022-12-05,8373.299805,8395.700195,8358.799805,8370.099609,8370.099609,103858400
2022-12-06,8333.200195,8355.900391,8296.400391,8331.900391,8331.900391,123949400
2022-12-07,8306.799805,8344.000000,8279.799805,8290.500000,8290.500000,129308700
2022-12-08,8307.900391,8308.599609,8225.200195,8225.200195,8225.200195,118774300
2022-12-09,8256.599609,8293.700195,8194.900391,8289.200195,8289.200195,131660300
2022-12-12,8260.599609,8270.200195,8222.500000,8258.900391,8258.900391,116655000
2022-12-13,8263.900391,8415.700195,8213.200195,8327.700195,8327.700195,206579600
2022-12-14,8323.099609,8360.599609,8297.900391,8360.599609,8360.599609,160329800
2022-12-15,8315.200195,8332.400391,8195.900391,8218.799805,8218.799805,216854000
2022-12-16,8189.200195,8192.099609,8079.799805,8112.500000,8112.500000,387741300
2022-12-19,8122.299805,8180.299805,8109.399902,8136.799805,8136.799805,129226200
2022-12-20,8086.700195,8216.900391,8059.500000,8185.200195,8185.200195,181953600
2022-12-21,8220.200195,8312.200195,8201.700195,8302.299805,8302.299805,146342300
2022-12-22,8308.400391,8338.599609,8257.599609,8272.099609,8272.099609,122263100
2022-12-23,8281.599609,8313.700195,8236.099609,8269.099609,8269.099609,103234700
2022-12-27,8307.900391,8332.500000,8266.799805,8270.099609,8270.099609,91612000
2022-12-28,8275.700195,8319.400391,8252.299805,8258.500000,8258.500000,97669900
2022-12-29,8238.099609,8321.900391,8208.700195,8318.299805,8318.299805,117198300
2022-12-30,8288.900391,8290.400391,8221.700195,8229.099609,8229.099609,121407700
2023-01-02,8297.900391,8384.900391,8283.700195,8369.700195,8369.700195,92193500
2023-01-03,8367.500000,8454.299805,8327.400391,8397.400391,8397.400391,164671600
2023-01-04,8442.099609,8560.500000,8442.099609,8559.799805,8559.799805,206752400
2023-01-05,8530.099609,8618.900391,8527.700195,8607.599609,8607.599609,182438200
2023-01-06,8608.500000,8701.099609,8589.200195,8701.099609,8701.099609,162161400
2023-01-09,8691.000000,8721.599609,8661.400391,8694.900391,8694.900391,215668200
2023-01-10,8668.400391,8724.500000,8666.700195,8712.700195,8712.700195,147719000
2023-01-11,8722.799805,8762.900391,8700.700195,8726.299805,8726.299805,166063200
2023-01-12,8737.799805,8849.700195,8735.200195,8828.099609,8828.099609,203505800
2023-01-13,8838.000000,8918.400391,8828.700195,8881.700195,8881.700195,197132600
2023-01-16,8896.799805,8918.200195,8847.099609,8871.099609,8871.099609,125051900
2023-01-17,8862.400391,8916.799805,8833.400391,8890.400391,8890.400391,145661400
2023-01-18,8909.500000,8988.900391,8909.500000,8933.299805,8933.299805,202920700
2023-01-19,8892.900391,8894.400391,8726.700195,8793.099609,8793.099609,236199000
2023-01-20,8828.900391,8918.200195,8828.900391,8918.200195,8918.200195,188973800
2023-01-23,8927.099609,8976.500000,8909.900391,8944.099609,8944.099609,134688300
2023-01-24,8955.799805,8978.099609,8906.000000,8967.099609,8967.099609,123864400
2023-01-25,8961.400391,8968.299805,8905.000000,8957.500000,8957.500000,166333600
2023-01-26,9002.599609,9054.500000,8995.299805,9035.599609,9035.599609,304449100
2023-01-27,9045.900391,9082.799805,9022.299805,9060.200195,9060.200195,201024600
2023-01-30,9050.200195,9066.099609,9011.400391,9049.299805,9049.299805,152780500
2023-01-31,9053.700195,9069.900391,8994.000000,9034.000000,9034.000000,239317900
2023-02-01,9048.000000,9126.599609,9046.200195,9098.099609,9098.099609,236081200
2023-02-02,9144.099609,9281.400391,9133.099609,9229.700195,9229.700195,364813600
2023-02-03,9214.200195,9248.500000,9155.599609,9225.599609,9225.599609,297607800
2023-02-06,9174.799805,9198.599609,9124.799805,9159.200195,9159.200195,148027100
2023-02-07,9165.799805,9204.299805,9149.799805,9172.400391,9172.400391,145446500
2023-02-08,9223.599609,9277.700195,9200.000000,9227.299805,9227.299805,181821800
2023-02-09,9268.599609,9296.299805,9243.500000,9243.500000,9243.500000,142052300
2023-02-10,9208.400391,9214.500000,9069.599609,9117.400391,9117.400391,179657200
2023-02-13,9134.799805,9217.200195,9120.700195,9210.299805,9210.299805,108839700
2023-02-14,9238.000000,9311.599609,9231.500000,9263.200195,9263.200195,153032700
2023-02-15,9273.500000,9313.500000,9258.700195,9294.799805,9294.799805,124531200
2023-02-16,9338.900391,9362.799805,9291.400391,9327.299805,9327.299805,170117900
2023-02-17,9276.299805,9363.099609,9240.799805,9333.000000,9333.000000,168390800
2023-02-20,9352.400391,9369.099609,9273.900391,9281.299805,9281.299805,101224000
2023-02-21,9257.400391,9286.099609,9195.900391,9252.099609,9252.099609,116050500
2023-02-22,9220.299805,9222.599609,9118.500000,9172.700195,9172.700195,154725800
2023-02-23,9183.599609,9253.900391,9179.500000,9231.599609,9231.599609,144006300
2023-02-24,9255.500000,9314.500000,9194.400391,9201.500000,9201.500000,254028900
2023-02-27,9252.500000,9351.700195,9250.500000,9314.299805,9314.299805,150061600
2023-02-28,9303.400391,9442.799805,9279.599609,9394.599609,9394.599609,306110200
2023-03-01,9419.299805,9453.799805,9307.400391,9322.900391,9322.900391,187235400
2023-03-02,9292.799805,9336.200195,9246.099609,9327.299805,9327.299805,157352100
2023-03-03,9357.000000,9472.200195,9357.000000,9464.200195,9464.200195,161254800
2023-03-06,9497.900391,9524.599609,9441.799805,9511.000000,9511.000000,145464800
2023-03-07,9502.099609,9528.299805,9408.500000,9411.099609,9411.099609,159198700
2023-03-08,9386.400391,9480.900391,9369.400391,9466.099609,9466.099609,123507900
2023-03-09,9455.299805,9457.400391,9388.900391,9423.200195,9423.200195,116716400
2023-03-10,9246.799805,9296.500000,9182.700195,9285.000000,9285.000000,279917900
2023-03-13,9273.599609,9273.599609,8894.500000,8958.900391,8958.900391,426525400
2023-03-14,8936.000000,9181.000000,8914.599609,9159.000000,9159.000000,300029600
2023-03-15,9165.299805,9169.700195,8736.500000,8759.099609,8759.099609,422530000
2023-03-16,8925.799805,8984.599609,8731.000000,8890.200195,8890.200195,324579000
2023-03-17,8935.500000,9027.400391,8655.299805,8719.299805,8719.299805,477657900
2023-03-20,8672.299805,8875.299805,8501.200195,8833.099609,8833.099609,359818300
2023-03-21,8930.099609,9085.400391,8918.799805,9049.400391,9049.400391,248775500
2023-03-22,9037.299805,9100.200195,9001.700195,9009.299805,9009.299805,197220400
2023-03-23,8969.400391,9027.700195,8921.599609,8970.000000,8970.000000,155229200
2023-03-24,8933.000000,8933.000000,8703.299805,8792.500000,8792.500000,289524100
2023-03-27,8897.799805,8935.700195,8839.799805,8906.099609,8906.099609,187284700
2023-03-28,8984.200195,9019.099609,8911.000000,8944.299805,8944.299805,153710700
2023-03-29,8991.400391,9075.299805,8962.400391,9070.700195,9070.700195,131051100
2023-03-30,9138.299805,9226.400391,9131.200195,9207.099609,9207.099609,149632100
2023-03-31,9234.500000,9254.500000,9183.799805,9232.500000,9232.500000,178940500
2023-04-03,9217.799805,9233.500000,9135.500000,9157.400391,9157.400391,129264000
2023-04-04,9174.799805,9257.500000,9168.500000,9183.200195,9183.200195,120081300
2023-04-05,9202.099609,9254.599609,9196.500000,9254.599609,9254.599609,140130100
2023-04-06,9252.799805,9323.500000,9232.599609,9312.299805,9312.299805,128321400
2023-04-11,9355.099609,9378.400391,9227.099609,9237.700195,9237.700195,154539500
2023-04-12,9255.599609,9324.599609,9253.599609,9278.700195,9278.700195,130923300
2023-04-13,9284.400391,9320.200195,9238.700195,9310.000000,9310.000000,109714700
2023-04-14,9335.900391,9375.400391,9313.200195,9362.900391,9362.900391,152448900
2023-04-17,9387.599609,9413.400391,9361.000000,9378.500000,9378.500000,154770500
2023-04-18,9408.000000,9445.400391,9381.500000,9421.900391,9421.900391,143015100
2023-04-19,9418.599609,9498.700195,9405.400391,9494.799805,9494.799805,117659000
2023-04-20,9508.599609,9540.500000,9425.000000,9450.900391,9450.900391,153368400
2023-04-21,9433.900391,9436.599609,9366.299805,9415.599609,9415.599609,205592800
2023-04-24,9383.599609,9433.900391,9362.900391,9406.400391,9406.400391,99647400
2023-04-25,9352.099609,9352.099609,9267.599609,9290.299805,9290.299805,167260800
